[-0.41769713163375854,-0.41900694370269775,-0.42028748989105225,-0.418671578168869,-0.4202951490879059,-0.41896897554397583,-0.41908860206604004,-0.4182946979999542,-0.4187702536582947,-0.41756340861320496,-0.41872599720954895,-0.417263001203537,-0.4194192886352539,-0.41676145792007446,-0.41938161849975586,-0.41646111011505127,-0.4201987087726593,-0.41330984234809875,-0.41788366436958313,-0.4158685803413391,-0.4180607199668884,-0.4173068702220917,-0.4204106032848358,-0.42115411162376404,-0.42144355177879333,-0.41772690415382385,-0.41536644101142883,-0.41466024518013]
[-0.4193870723247528,-0.420715868473053,-0.42050525546073914,-0.4199149012565613,-0.4200507700443268,-0.4194045662879944,-0.419353187084198,-0.4181462526321411,-0.4188823997974396,-0.4170699715614319,-0.4173155128955841,-0.4159053564071655,-0.4168993830680847,-0.4143759608268738,-0.4138505160808563,-0.4116233289241791,-0.4153941869735718,-0.41086792945861816,-0.41374149918556213,-0.40831446647644043,-0.41322773694992065,-0.41279828548431396,-0.41677114367485046,-0.4161823093891144,-0.41933706402778625,-0.4176274240016937,-0.41928938031196594,-0.4187227487564087]
[-0.42129066586494446,-0.4203973412513733,-0.4207500219345093,-0.4196412265300751,-0.41998836398124695,-0.4194280207157135,-0.4191463887691498,-0.41822293400764465,-0.4197947680950165,-0.41819924116134644,-0.4168696105480194,-0.41471067070961,-0.419461190700531,-0.41389426589012146,-0.4107309579849243,-0.41218915581703186,-0.4156126379966736,-0.4081769287586212,-0.4125848114490509,-0.41162678599357605,-0.41363999247550964,-0.4110620617866516,-0.413788378238678,-0.4148918688297272,-0.41591089963912964,-0.41729217767715454,-0.4183008074760437,-0.41813555359840393]
[-0.4215819537639618,-0.4208194613456726,-0.42069751024246216,-0.41981199383735657,-0.4205405116081238,-0.4190068542957306,-0.41912737488746643,-0.41765570640563965,-0.4188728928565979,-0.4158531725406647,-0.4163285195827484,-0.4132166802883148,-0.4186400771141052,-0.4104176461696625,-0.4145297408103943,-0.41302022337913513,-0.4172956943511963,-0.4132910370826721,-0.41526928544044495,-0.4145541489124298,-0.4129914343357086,-0.4121953845024109,-0.41423124074935913,-0.41668054461479187,-0.4179359972476959,-0.4187266528606415,-0.4194970726966858,-0.4198547899723053]
[-0.4207480251789093,-0.42024093866348267,-0.420022189617157,-0.41917988657951355,-0.4206644594669342,-0.418712317943573,-0.41897204518318176,-0.41684094071388245,-0.4181438088417053,-0.4148961007595062,-0.41509735584259033,-0.4109676778316498,-0.4141276478767395,-0.41034021973609924,-0.40354424715042114,-0.4051174521446228,-0.41521233320236206,-0.410366415977478,-0.40010473132133484,-0.40553367137908936,-0.40616434812545776,-0.40850114822387695,-0.41461434960365295,-0.4150649905204773,-0.4167713224887848,-0.4162113666534424,-0.4197610020637512,-0.4205131530761719]
[-0.42058202624320984,-0.41993170976638794,-0.4198988378047943,-0.41937530040740967,-0.42052769660949707,-0.418552428483963,-0.4182620942592621,-0.41688984632492065,-0.41819077730178833,-0.41304636001586914,-0.41727036237716675,-0.4135735332965851,-0.4134864807128906,-0.40633174777030945,-0.4251471161842346,-0.4002620577812195,-0.39036238193511963,-0.398904025554657,-0.3739452064037323,-0.3955269157886505,-0.4015290439128876,-0.408975213766098,-0.4158306419849396,-0.4164789915084839,-0.4197300672531128,-0.4181888699531555,-0.4195024073123932,-0.4206342399120331]
[-0.42169103026390076,-0.41885173320770264,-0.41962772607803345,-0.4185808300971985,-0.4191044270992279,-0.4175392687320709,-0.4183681011199951,-0.41624119877815247,-0.4146538972854614,-0.41033291816711426,-0.4096118211746216,-0.3928035497665405,-0.4040027856826782,-0.2834963798522949,0.6060371398925781,2.9522786140441895,2.4883687496185303,0.3212313950061798,-0.38150331377983093,-0.388797402381897,-0.4025774598121643,-0.4071786105632782,-0.41740235686302185,-0.41589197516441345,-0.4175179600715637,-0.4170321524143219,-0.41908904910087585,-0.4203002154827118]
[-0.4226905405521393,-0.41994568705558777,-0.4195767939090729,-0.4182322323322296,-0.41945987939834595,-0.4182359278202057,-0.4177286624908447,-0.41445982456207275,-0.41275152564048767,-0.39905914664268494,-0.3972165286540985,-0.17198556661605835,1.6189842224121094,2.8474347591400146,2.5819594860076904,2.437837839126587,3.5426084995269775,2.02774977684021,0.8024665117263794,-0.39889928698539734,-0.40600958466529846,-0.40748992562294006,-0.41651323437690735,-0.4158654808998108,-0.41738420724868774,-0.4171832799911499,-0.41950663924217224,-0.41859927773475647]
[-0.42226916551589966,-0.4194372296333313,-0.4192691445350647,-0.41874560713768005,-0.41904404759407043,-0.4168510437011719,-0.41652712225914,-0.4137810468673706,-0.40412402153015137,-0.3857167065143585,0.32866403460502625,2.4644525051116943,2.4517438411712646,3.1080477237701416,2.308680534362793,0.71869957447052,2.216949701309204,0.9436682462692261,1.8461978435516357,-0.35303372144699097,-0.40340107679367065,-0.41001275181770325,-0.4166257083415985,-0.4133352041244507,-0.4169636070728302,-0.4170202910900116,-0.4211389124393463,-0.4190956950187683]
[-0.421772837638855,-0.4194469153881073,-0.41832950711250305,-0.41764503717422485,-0.41826239228248596,-0.41757315397262573,-0.41282394528388977,-0.40712782740592957,-0.3339245319366455,0.9364261627197266,2.326488971710205,3.3435730934143066,2.5722341537475586,0.8324228525161743,0.3037702143192291,-0.3962859511375427,0.01088164746761322,-0.0148782879114151,1.6306898593902588,-0.35501769185066223,-0.4041375517845154,-0.4131176769733429,-0.4179980158805847,-0.4151647686958313,-0.4164946377277374,-0.41773539781570435,-0.4199468195438385,-0.41954028606414795]
